drug,symptom,faers_reports,label
glucophage,myalgia,507,1
glucophage,muscle pain,0,0
glucophage,back pain,737,1
glucophage,cough,790,1
insulin,myocardial infarction,2895,2
insulin,heart attack,0,0
insulin,cardiac arrest,1658,1
insulin,stroke,0,0
insulin,cerebrovascular accident,2520,2
insulin,anaphylactic reaction,523,1
insulin,anaphylaxis,0,0
insulin,angioedema,370,1
insulin,stevens-johnson syndrome,246,0
insulin,renal failure,3621,2
insulin,kidney failure,0,0
insulin,hepatic failure,467,1
insulin,liver failure,0,0
insulin,respiratory failure,1758,1
insulin,pulmonary embolism,1011,1
insulin,deep vein thrombosis,614,1
insulin,gastrointestinal haemorrhage,1238,1
insulin,internal bleeding,0,0
insulin,seizure,780,1
insulin,convulsion,662,1
insulin,suicidal ideation,474,1
insulin,rhabdomyolysis,1046,1
insulin,pancreatitis,894,1
insulin,sepsis,2297,2
insulin,chest pain,2381,2
insulin,dyspnoea,6197,2
insulin,shortness of breath,0,0
insulin,dizziness,4482,2
insulin,vertigo,422,1
insulin,palpitations,911,1
insulin,tachycardia,1198,1
insulin,bradycardia,1068,1
insulin,hypertension,2798,2
insulin,hypotension,3409,2
insulin,syncope,1422,1
insulin,fainting,0,0
insulin,oedema,855,1
insulin,swelling,811,1
insulin,rash,2121,2
insulin,urticaria,803,1
insulin,hives,0,0
insulin,pruritus,2268,2
insulin,itching,0,0
insulin,vomiting,5371,2
insulin,nausea,7093,2
insulin,diarrhoea,5866,2
insulin,abdominal pain,2906,2
insulin,headache,3909,2
insulin,migraine,468,1
insulin,tremor,1750,1
insulin,insomnia,1674,1
insulin,anxiety,2612,2
insulin,depression,2015,2
insulin,fatigue,5383,2
insulin,asthenia,4318,2
insulin,weakness,0,0
insulin,pyrexia,3581,2
insulin,fever,0,0
insulin,arthralgia,2757,2
insulin,joint pain,0,0
insulin,myalgia,1448,1
insulin,muscle pain,0,0
insulin,back pain,2004,2
insulin,cough,2372,2
lantus,myocardial infarction,2637,2
lantus,heart attack,0,0
lantus,cardiac arrest,667,1
lantus,stroke,0,0
lantus,cerebrovascular accident,3475,2
lantus,anaphylactic reaction,224,0
lantus,anaphylaxis,0,0
lantus,angioedema,216,0
lantus,stevens-johnson syndrome,106,0
lantus,renal failure,3246,2
lantus,kidney failure,0,0
lantus,hepatic failure,227,0
lantus,liver failure,0,0
lantus,respiratory failure,555,1
lantus,pulmonary embolism,486,1
lantus,deep vein thrombosis,421,1
lantus,gastrointestinal haemorrhage,959,1
lantus,internal bleeding,0,0
lantus,seizure,557,1
lantus,convulsion,462,1
lantus,suicidal ideation,320,1
lantus,rhabdomyolysis,335,1
lantus,pancreatitis,941,1
lantus,sepsis,1233,1
lantus,chest pain,1891,1
lantus,dyspnoea,4613,2
lantus,shortness of breath,0,0
lantus,dizziness,4376,2
lantus,vertigo,467,1
lantus,palpitations,926,1
lantus,tachycardia,490,1
lantus,bradycardia,360,1
lantus,hypertension,2117,2
lantus,hypotension,1635,1
lantus,syncope,976,1
lantus,fainting,0,0
lantus,oedema,596,1
lantus,swelling,656,1
lantus,rash,1957,1
lantus,urticaria,774,1
lantus,hives,0,0
lantus,pruritus,2123,2
lantus,itching,0,0
lantus,vomiting,4533,2
lantus,nausea,7564,2
lantus,diarrhoea,5083,2
lantus,abdominal pain,1619,1
lantus,headache,4096,2
lantus,migraine,336,1
lantus,tremor,2256,2
lantus,insomnia,1635,1
lantus,anxiety,1753,1
lantus,depression,1449,1
lantus,fatigue,5121,2
lantus,asthenia,3974,2
lantus,weakness,0,0
lantus,pyrexia,2000,1
lantus,fever,0,0
lantus,arthralgia,2252,2
lantus,joint pain,0,0
lantus,myalgia,1154,1
lantus,muscle pain,0,0
lantus,back pain,1761,1
lantus,cough,2500,2
humalog,myocardial infarction,1773,1
humalog,heart attack,0,0
humalog,cardiac arrest,334,1
humalog,stroke,0,0
humalog,cerebrovascular accident,2402,2
humalog,anaphylactic reaction,117,0
humalog,anaphylaxis,0,0
humalog,angioedema,93,0
humalog,stevens-johnson syndrome,64,0
humalog,renal failure,1926,1
humalog,kidney failure,0,0
humalog,hepatic failure,124,0
humalog,liver failure,0,0
humalog,respiratory failure,325,1
humalog,pulmonary embolism,311,1
humalog,deep vein thrombosis,187,0
humalog,gastrointestinal haemorrhage,429,1
humalog,internal bleeding,0,0
humalog,seizure,404,1
humalog,convulsion,324,1
humalog,suicidal ideation,174,0
humalog,rhabdomyolysis,146,0
humalog,pancreatitis,440,1
humalog,sepsis,790,1
humalog,chest pain,1152,1
humalog,dyspnoea,2773,2
humalog,shortness of breath,0,0
humalog,dizziness,2737,2
humalog,vertigo,239,0
humalog,palpitations,676,1
humalog,tachycardia,277,0
humalog,bradycardia,197,0
humalog,hypertension,1737,1
humalog,hypotension,900,1
humalog,syncope,569,1
humalog,fainting,0,0
humalog,oedema,340,1
humalog,swelling,443,1
humalog,rash,1147,1
humalog,urticaria,595,1
humalog,hives,0,0
humalog,pruritus,1225,1
humalog,itching,0,0
humalog,vomiting,2868,2
humalog,nausea,4467,2
humalog,diarrhoea,2893,2
humalog,abdominal pain,927,1
humalog,headache,2703,2
humalog,migraine,253,0
humalog,tremor,1560,1
humalog,insomnia,1019,1
humalog,anxiety,1476,1
humalog,depression,1023,1
humalog,fatigue,3507,2
humalog,asthenia,2535,2
humalog,weakness,0,0
humalog,pyrexia,1243,1
humalog,fever,0,0
humalog,arthralgia,1336,1
humalog,joint pain,0,0
humalog,myalgia,664,1
humalog,muscle pain,0,0
humalog,back pain,1174,1
humalog,cough,1436,1
gabapentin,myocardial infarction,2180,2
gabapentin,heart attack,0,0
gabapentin,cardiac arrest,1988,1
gabapentin,stroke,0,0
gabapentin,cerebrovascular accident,2497,2
gabapentin,anaphylactic reaction,854,1
gabapentin,anaphylaxis,0,0
gabapentin,angioedema,451,1
gabapentin,stevens-johnson syndrome,195,0
gabapentin,renal failure,4514,2
gabapentin,kidney failure,0,0
gabapentin,hepatic failure,299,0
gabapentin,liver failure,0,0
gabapentin,respiratory failure,1429,1
gabapentin,pulmonary embolism,1713,1
gabapentin,deep vein thrombosis,1249,1
gabapentin,gastrointestinal haemorrhage,1462,1
gabapentin,internal bleeding,0,0
gabapentin,seizure,2723,2
gabapentin,convulsion,815,1
gabapentin,suicidal ideation,2590,2
gabapentin,rhabdomyolysis,638,1
gabapentin,pancreatitis,795,1
gabapentin,sepsis,2696,2
gabapentin,chest pain,3887,2
gabapentin,dyspnoea,11034,2
gabapentin,shortness of breath,0,0
gabapentin,dizziness,12496,2
gabapentin,vertigo,1596,1
gabapentin,palpitations,2123,2
gabapentin,tachycardia,1539,1
gabapentin,bradycardia,985,1
gabapentin,hypertension,4759,2
gabapentin,hypotension,4263,2
gabapentin,syncope,1949,1
gabapentin,fainting,0,0
gabapentin,oedema,1124,1
gabapentin,swelling,2104,2
gabapentin,rash,7089,2
gabapentin,urticaria,2270,2
gabapentin,hives,0,0
gabapentin,pruritus,6010,2
gabapentin,itching,0,0
gabapentin,vomiting,9265,2
gabapentin,nausea,17466,2
gabapentin,diarrhoea,14436,2
gabapentin,abdominal pain,4521,2
gabapentin,headache,13745,2
gabapentin,migraine,3051,2
gabapentin,tremor,5069,2
gabapentin,insomnia,6996,2
gabapentin,anxiety,7499,2
gabapentin,depression,7128,2
gabapentin,fatigue,20131,2
gabapentin,asthenia,9139,2
gabapentin,weakness,0,0
gabapentin,pyrexia,5758,2
gabapentin,fever,0,0
gabapentin,arthralgia,9105,2
gabapentin,joint pain,0,0
gabapentin,myalgia,2978,2
gabapentin,muscle pain,0,0
gabapentin,back pain,7029,2
gabapentin,cough,5546,2
neurontin,myocardial infarction,1198,1
neurontin,heart attack,0,0
neurontin,cardiac arrest,408,1
neurontin,stroke,0,0
neurontin,cerebrovascular accident,1217,1
neurontin,anaphylactic reaction,164,0
neurontin,anaphylaxis,0,0
neurontin,angioedema,96,0
neurontin,stevens-johnson syndrome,96,0
neurontin,renal failure,1237,1
neurontin,kidney failure,0,0
neurontin,hepatic failure,178,0
neurontin,liver failure,0,0
neurontin,respiratory failure,514,1
neurontin,pulmonary embolism,592,1
neurontin,deep vein thrombosis,557,1
neurontin,gastrointestinal haemorrhage,576,1
neurontin,internal bleeding,0,0
neurontin,seizure,578,1
neurontin,convulsion,1168,1
neurontin,suicidal ideation,1652,1
neurontin,rhabdomyolysis,208,0
neurontin,pancreatitis,493,1
neurontin,sepsis,745,1
neurontin,chest pain,1684,1
neurontin,dyspnoea,2931,2
neurontin,shortness of breath,0,0
neurontin,dizziness,3515,2
neurontin,vertigo,454,1
neurontin,palpitations,654,1
neurontin,tachycardia,440,1
neurontin,bradycardia,257,0
neurontin,hypertension,1688,1
neurontin,hypotension,1163,1
neurontin,syncope,748,1
neurontin,fainting,0,0
neurontin,oedema,462,1
neurontin,swelling,600,1
neurontin,rash,1646,1
neurontin,urticaria,647,1
neurontin,hives,0,0
neurontin,pruritus,1424,1
neurontin,itching,0,0
neurontin,vomiting,2502,2
neurontin,nausea,4515,2
neurontin,diarrhoea,3077,2
neurontin,abdominal pain,1325,1
neurontin,headache,3591,2
neurontin,migraine,836,1
neurontin,tremor,1626,1
neurontin,insomnia,2543,2
neurontin,anxiety,2545,2
neurontin,depression,3078,2
neurontin,fatigue,4352,2
neurontin,asthenia,2713,2
neurontin,weakness,0,0
neurontin,pyrexia,1726,1
neurontin,fever,0,0
neurontin,arthralgia,2118,2
neurontin,joint pain,0,0
neurontin,myalgia,1010,1
neurontin,muscle pain,0,0
neurontin,back pain,2059,2
neurontin,cough,1150,1
sertraline,myocardial infarction,790,1
sertraline,heart attack,0,0
sertraline,cardiac arrest,1127,1
sertraline,stroke,0,0
sertraline,cerebrovascular accident,807,1
sertraline,anaphylactic reaction,351,1
sertraline,anaphylaxis,0,0
sertraline,angioedema,449,1
sertraline,stevens-johnson syndrome,151,0
sertraline,renal failure,1420,1
sertraline,kidney failure,0,0
sertraline,hepatic failure,194,0
sertraline,liver failure,0,0
sertraline,respiratory failure,633,1
sertraline,pulmonary embolism,990,1
sertraline,deep vein thrombosis,478,1
sertraline,gastrointestinal haemorrhage,655,1
sertraline,internal bleeding,0,0
sertraline,seizure,1586,1
sertraline,convulsion,491,1
sertraline,suicidal ideation,3186,2
sertraline,rhabdomyolysis,736,1
sertraline,pancreatitis,346,1
sertraline,sepsis,1017,1
sertraline,chest pain,1727,1
sertraline,dyspnoea,4922,2
sertraline,shortness of breath,0,0
sertraline,dizziness,5904,2
sertraline,vertigo,981,1
sertraline,palpitations,1429,1
sertraline,tachycardia,1621,1
sertraline,bradycardia,754,1
sertraline,hypertension,1959,1
sertraline,hypotension,2140,2
sertraline,syncope,1482,1
sertraline,fainting,0,0
sertraline,oedema,396,1
sertraline,swelling,668,1
sertraline,rash,2456,2
sertraline,urticaria,941,1
sertraline,hives,0,0
sertraline,pruritus,2724,2
sertraline,itching,0,0
sertraline,vomiting,5102,2
sertraline,nausea,8207,2
sertraline,diarrhoea,6504,2
sertraline,abdominal pain,2475,2
sertraline,headache,6627,2
sertraline,migraine,1003,1
sertraline,tremor,3482,2
sertraline,insomnia,4137,2
sertraline,anxiety,5945,2
sertraline,depression,5289,2
sertraline,fatigue,7417,2
sertraline,asthenia,3778,2
sertraline,weakness,0,0
sertraline,pyrexia,2425,2
sertraline,fever,0,0
sertraline,arthralgia,3225,2
sertraline,joint pain,0,0
sertraline,myalgia,1714,1
sertraline,muscle pain,0,0
sertraline,back pain,1977,1
sertraline,cough,2525,2
zoloft,myocardial infarction,957,1
zoloft,heart attack,0,0
zoloft,cardiac arrest,329,1
zoloft,stroke,0,0
zoloft,cerebrovascular accident,969,1
zoloft,anaphylactic reaction,227,0
zoloft,anaphylaxis,0,0
zoloft,angioedema,102,0
zoloft,stevens-johnson syndrome,86,0
zoloft,renal failure,951,1
zoloft,kidney failure,0,0
zoloft,hepatic failure,104,0
zoloft,liver failure,0,0
zoloft,respiratory failure,373,1
zoloft,pulmonary embolism,830,1
zoloft,deep vein thrombosis,602,1
zoloft,gastrointestinal haemorrhage,427,1
zoloft,internal bleeding,0,0
zoloft,seizure,587,1
zoloft,convulsion,814,1
zoloft,suicidal ideation,1972,1
zoloft,rhabdomyolysis,167,0
zoloft,pancreatitis,512,1
zoloft,sepsis,514,1
zoloft,chest pain,1610,1
zoloft,dyspnoea,3266,2
zoloft,shortness of breath,0,0
zoloft,dizziness,3758,2
zoloft,vertigo,530,1
zoloft,palpitations,998,1
zoloft,tachycardia,502,1
zoloft,bradycardia,259,0
zoloft,hypertension,1632,1
zoloft,hypotension,980,1
zoloft,syncope,721,1
zoloft,fainting,0,0
zoloft,oedema,353,1
zoloft,swelling,503,1
zoloft,rash,1794,1
zoloft,urticaria,715,1
zoloft,hives,0,0
zoloft,pruritus,1587,1
zoloft,itching,0,0
zoloft,vomiting,3007,2
zoloft,nausea,5609,2
zoloft,diarrhoea,3804,2
zoloft,abdominal pain,1490,1
zoloft,headache,4448,2
zoloft,migraine,862,1
zoloft,tremor,2060,2
zoloft,insomnia,3248,2
zoloft,anxiety,4636,2
zoloft,depression,4436,2
zoloft,fatigue,5430,2
zoloft,asthenia,3038,2
zoloft,weakness,0,0
zoloft,pyrexia,1505,1
zoloft,fever,0,0
zoloft,arthralgia,2203,2
zoloft,joint pain,0,0
zoloft,myalgia,1163,1
zoloft,muscle pain,0,0
zoloft,back pain,1801,1
zoloft,cough,1385,1
trazodone,myocardial infarction,978,1
trazodone,heart attack,0,0
trazodone,cardiac arrest,1165,1
trazodone,stroke,0,0
trazodone,cerebrovascular accident,949,1
trazodone,anaphylactic reaction,254,0
trazodone,anaphylaxis,0,0
trazodone,angioedema,163,0
trazodone,stevens-johnson syndrome,115,0
trazodone,renal failure,1749,1
trazodone,kidney failure,0,0
trazodone,hepatic failure,148,0
trazodone,liver failure,0,0
trazodone,respiratory failure,557,1
trazodone,pulmonary embolism,772,1
trazodone,deep vein thrombosis,567,1
trazodone,gastrointestinal haemorrhage,598,1
trazodone,internal bleeding,0,0
trazodone,seizure,1021,1
trazodone,convulsion,584,1
trazodone,suicidal ideation,2166,2
trazodone,rhabdomyolysis,417,1
trazodone,pancreatitis,683,1
trazodone,sepsis,823,1
trazodone,chest pain,1936,1
trazodone,dyspnoea,5099,2
trazodone,shortness of breath,0,0
trazodone,dizziness,4991,2
trazodone,vertigo,682,1
trazodone,palpitations,1027,1
trazodone,tachycardia,776,1
trazodone,bradycardia,538,1
trazodone,hypertension,2693,2
trazodone,hypotension,2178,2
trazodone,syncope,921,1
trazodone,fainting,0,0
trazodone,oedema,441,1
trazodone,swelling,788,1
trazodone,rash,2783,2
trazodone,urticaria,956,1
trazodone,hives,0,0
trazodone,pruritus,2486,2
trazodone,itching,0,0
trazodone,vomiting,4771,2
trazodone,nausea,8002,2
trazodone,diarrhoea,5875,2
trazodone,abdominal pain,2328,2
trazodone,headache,6540,2
trazodone,migraine,1670,1
trazodone,tremor,2667,2
trazodone,insomnia,4839,2
trazodone,anxiety,4673,2
trazodone,depression,4693,2
trazodone,fatigue,7983,2
trazodone,asthenia,3873,2
trazodone,weakness,0,0
trazodone,pyrexia,2337,2
trazodone,fever,0,0
trazodone,arthralgia,3938,2
trazodone,joint pain,0,0
trazodone,myalgia,1314,1
trazodone,muscle pain,0,0
trazodone,back pain,2672,2
trazodone,cough,2540,2
desyrel,myocardial infarction,49,0
desyrel,heart attack,0,0
desyrel,cardiac arrest,25,0
desyrel,stroke,0,0
desyrel,cerebrovascular accident,65,0
desyrel,anaphylactic reaction,17,0
desyrel,anaphylaxis,0,0
desyrel,angioedema,10,0
desyrel,stevens-johnson syndrome,15,0
desyrel,renal failure,87,0
desyrel,kidney failure,0,0
desyrel,hepatic failure,13,0
desyrel,liver failure,0,0
desyrel,respiratory failure,49,0
desyrel,pulmonary embolism,94,0
desyrel,deep vein thrombosis,42,0
desyrel,gastrointestinal haemorrhage,59,0
desyrel,internal bleeding,0,0
desyrel,seizure,51,0
desyrel,convulsion,30,0
desyrel,suicidal ideation,90,0
desyrel,rhabdomyolysis,21,0
desyrel,pancreatitis,42,0
desyrel,sepsis,59,0
desyrel,chest pain,99,0
desyrel,dyspnoea,289,0
desyrel,shortness of breath,0,0
desyrel,dizziness,189,0
desyrel,vertigo,22,0
desyrel,palpitations,48,0
desyrel,tachycardia,52,0
desyrel,bradycardia,21,0
desyrel,hypertension,105,0
desyrel,hypotension,103,0
desyrel,syncope,71,0
desyrel,fainting,0,0
desyrel,oedema,30,0
desyrel,swelling,29,0
desyrel,rash,120,0
desyrel,urticaria,29,0
desyrel,hives,0,0
desyrel,pruritus,71,0
desyrel,itching,0,0
desyrel,vomiting,202,0
desyrel,nausea,346,1
desyrel,diarrhoea,261,0
desyrel,abdominal pain,136,0
desyrel,headache,216,0
desyrel,migraine,70,0
desyrel,tremor,90,0
desyrel,insomnia,162,0
desyrel,anxiety,225,0
desyrel,depression,210,0
desyrel,fatigue,291,0
desyrel,asthenia,190,0
desyrel,weakness,0,0
desyrel,pyrexia,183,0
desyrel,fever,0,0
desyrel,arthralgia,139,0
desyrel,joint pain,0,0
desyrel,myalgia,51,0
desyrel,muscle pain,0,0
desyrel,back pain,125,0
desyrel,cough,136,0
escitalopram,myocardial infarction,0,0
escitalopram,heart attack,0,0
escitalopram,cardiac arrest,0,0
escitalopram,stroke,0,0
escitalopram,cerebrovascular accident,0,0
escitalopram,anaphylactic reaction,0,0
escitalopram,anaphylaxis,0,0
escitalopram,angioedema,0,0
escitalopram,stevens-johnson syndrome,0,0
escitalopram,renal failure,0,0
escitalopram,kidney failure,0,0
escitalopram,hepatic failure,0,0
escitalopram,liver failure,0,0
escitalopram,respiratory failure,0,0
escitalopram,pulmonary embolism,0,0
escitalopram,deep vein thrombosis,0,0
escitalopram,gastrointestinal haemorrhage,0,0
escitalopram,internal bleeding,0,0
escitalopram,seizure,0,0
escitalopram,convulsion,0,0
escitalopram,suicidal ideation,0,0
escitalopram,rhabdomyolysis,0,0
escitalopram,pancreatitis,0,0
escitalopram,sepsis,0,0
escitalopram,chest pain,0,0
escitalopram,dyspnoea,0,0
escitalopram,shortness of breath,0,0
escitalopram,dizziness,0,0
escitalopram,vertigo,0,0
escitalopram,palpitations,0,0
escitalopram,tachycardia,0,0
escitalopram,bradycardia,0,0
escitalopram,hypertension,0,0
escitalopram,hypotension,0,0
escitalopram,syncope,0,0
escitalopram,fainting,0,0
escitalopram,oedema,0,0
escitalopram,swelling,0,0
escitalopram,rash,0,0
escitalopram,urticaria,0,0
escitalopram,hives,0,0
escitalopram,pruritus,0,0
escitalopram,itching,0,0
escitalopram,vomiting,0,0
escitalopram,nausea,0,0
escitalopram,diarrhoea,0,0
escitalopram,abdominal pain,0,0
escitalopram,headache,0,0
escitalopram,migraine,0,0
escitalopram,tremor,0,0
escitalopram,insomnia,0,0
escitalopram,anxiety,0,0
escitalopram,depression,0,0
escitalopram,fatigue,0,0
escitalopram,asthenia,0,0
escitalopram,weakness,0,0
escitalopram,pyrexia,0,0
escitalopram,fever,0,0
escitalopram,arthralgia,0,0
escitalopram,joint pain,0,0
escitalopram,myalgia,0,0
escitalopram,muscle pain,0,0
escitalopram,back pain,0,0
escitalopram,cough,0,0
lexapro,myocardial infarction,626,1
lexapro,heart attack,0,0
lexapro,cardiac arrest,238,0
lexapro,stroke,0,0
lexapro,cerebrovascular accident,711,1
lexapro,anaphylactic reaction,174,0
lexapro,anaphylaxis,0,0
lexapro,angioedema,90,0
lexapro,stevens-johnson syndrome,82,0
lexapro,renal failure,858,1
lexapro,kidney failure,0,0
lexapro,hepatic failure,88,0
lexapro,liver failure,0,0
lexapro,respiratory failure,301,1
lexapro,pulmonary embolism,905,1
lexapro,deep vein thrombosis,651,1
lexapro,gastrointestinal haemorrhage,349,1
lexapro,internal bleeding,0,0
lexapro,seizure,521,1
lexapro,convulsion,771,1
lexapro,suicidal ideation,1624,1
lexapro,rhabdomyolysis,103,0
lexapro,pancreatitis,466,1
lexapro,sepsis,447,1
lexapro,chest pain,1276,1
lexapro,dyspnoea,2641,2
lexapro,shortness of breath,0,0
lexapro,dizziness,3282,2
lexapro,vertigo,369,1
lexapro,palpitations,779,1
lexapro,tachycardia,365,1
lexapro,bradycardia,199,0
lexapro,hypertension,1218,1
lexapro,hypotension,834,1
lexapro,syncope,645,1
lexapro,fainting,0,0
lexapro,oedema,281,0
lexapro,swelling,374,1
lexapro,rash,1814,1
lexapro,urticaria,631,1
lexapro,hives,0,0
lexapro,pruritus,1553,1
lexapro,itching,0,0
lexapro,vomiting,2590,2
lexapro,nausea,5200,2
lexapro,diarrhoea,3346,2
lexapro,abdominal pain,1290,1
lexapro,headache,3713,2
lexapro,migraine,782,1
lexapro,tremor,1622,1
lexapro,insomnia,2446,2
lexapro,anxiety,3774,2
lexapro,depression,3624,2
lexapro,fatigue,5021,2
lexapro,asthenia,2220,2
lexapro,weakness,0,0
lexapro,pyrexia,1365,1
lexapro,fever,0,0
lexapro,arthralgia,1950,1
lexapro,joint pain,0,0
lexapro,myalgia,873,1
lexapro,muscle pain,0,0
lexapro,back pain,1545,1
lexapro,cough,1300,1
duloxetine,myocardial infarction,363,1
duloxetine,heart attack,0,0
duloxetine,cardiac arrest,455,1
duloxetine,stroke,0,0
duloxetine,cerebrovascular accident,473,1
duloxetine,anaphylactic reaction,215,0
duloxetine,anaphylaxis,0,0
duloxetine,angioedema,253,0
duloxetine,stevens-johnson syndrome,67,0
duloxetine,renal failure,750,1
duloxetine,kidney failure,0,0
duloxetine,hepatic failure,111,0
duloxetine,liver failure,0,0
duloxetine,respiratory failure,280,0
duloxetine,pulmonary embolism,312,1
duloxetine,deep vein thrombosis,178,0
duloxetine,gastrointestinal haemorrhage,266,0
duloxetine,internal bleeding,0,0
duloxetine,seizure,684,1
duloxetine,convulsion,68,0
duloxetine,suicidal ideation,1367,1
duloxetine,rhabdomyolysis,232,0
duloxetine,pancreatitis,193,0
duloxetine,sepsis,480,1
duloxetine,chest pain,827,1
duloxetine,dyspnoea,2428,2
duloxetine,shortness of breath,0,0
duloxetine,dizziness,3427,2
duloxetine,vertigo,544,1
duloxetine,palpitations,634,1
duloxetine,tachycardia,607,1
duloxetine,bradycardia,248,0
duloxetine,hypertension,1247,1
duloxetine,hypotension,1196,1
duloxetine,syncope,584,1
duloxetine,fainting,0,0
duloxetine,oedema,191,0
duloxetine,swelling,408,1
duloxetine,rash,1501,1
duloxetine,urticaria,580,1
duloxetine,hives,0,0
duloxetine,pruritus,1567,1
duloxetine,itching,0,0
duloxetine,vomiting,2582,2
duloxetine,nausea,5197,2
duloxetine,diarrhoea,3538,2
duloxetine,abdominal pain,1170,1
duloxetine,headache,4005,2
duloxetine,migraine,827,1
duloxetine,tremor,1559,1
duloxetine,insomnia,1964,1
duloxetine,anxiety,2234,2
duloxetine,depression,2454,2
duloxetine,fatigue,5221,2
duloxetine,asthenia,2088,2
duloxetine,weakness,0,0
duloxetine,pyrexia,1118,1
duloxetine,fever,0,0
duloxetine,arthralgia,2496,2
duloxetine,joint pain,0,0
duloxetine,myalgia,828,1
duloxetine,muscle pain,0,0
duloxetine,back pain,1669,1
duloxetine,cough,1411,1
cymbalta,myocardial infarction,0,0
cymbalta,heart attack,0,0
cymbalta,cardiac arrest,0,0
cymbalta,stroke,0,0
cymbalta,cerebrovascular accident,0,0
cymbalta,anaphylactic reaction,0,0
cymbalta,anaphylaxis,0,0
cymbalta,angioedema,0,0
cymbalta,stevens-johnson syndrome,0,0
cymbalta,renal failure,0,0
cymbalta,kidney failure,0,0
cymbalta,hepatic failure,0,0
cymbalta,liver failure,0,0
cymbalta,respiratory failure,0,0
cymbalta,pulmonary embolism,0,0
cymbalta,deep vein thrombosis,0,0
cymbalta,gastrointestinal haemorrhage,0,0
cymbalta,internal bleeding,0,0
cymbalta,seizure,0,0
cymbalta,convulsion,0,0
cymbalta,suicidal ideation,0,0
cymbalta,rhabdomyolysis,0,0
cymbalta,pancreatitis,0,0
cymbalta,sepsis,0,0
cymbalta,chest pain,0,0
cymbalta,dyspnoea,0,0
cymbalta,shortness of breath,0,0
cymbalta,dizziness,0,0
cymbalta,vertigo,0,0
cymbalta,palpitations,0,0
cymbalta,tachycardia,0,0
cymbalta,bradycardia,0,0
cymbalta,hypertension,0,0
cymbalta,hypotension,0,0
cymbalta,syncope,0,0
cymbalta,fainting,0,0
cymbalta,oedema,0,0
cymbalta,swelling,0,0
cymbalta,rash,0,0
cymbalta,urticaria,0,0
cymbalta,hives,0,0
cymbalta,pruritus,0,0
cymbalta,itching,0,0
cymbalta,vomiting,0,0
cymbalta,nausea,0,0
cymbalta,diarrhoea,0,0
cymbalta,abdominal pain,0,0
cymbalta,headache,0,0
cymbalta,migraine,0,0
cymbalta,tremor,0,0
cymbalta,insomnia,0,0
cymbalta,anxiety,0,0
cymbalta,depression,0,0
cymbalta,fatigue,0,0
cymbalta,asthenia,0,0
cymbalta,weakness,0,0
cymbalta,pyrexia,0,0
cymbalta,fever,0,0
cymbalta,arthralgia,0,0
cymbalta,joint pain,0,0
cymbalta,myalgia,0,0
cymbalta,muscle pain,0,0
cymbalta,back pain,0,0
cymbalta,cough,0,0
alprazolam,myocardial infarction,833,1
alprazolam,heart attack,0,0
alprazolam,cardiac arrest,3253,2
alprazolam,stroke,0,0
alprazolam,cerebrovascular accident,824,1
alprazolam,anaphylactic reaction,199,0
alprazolam,anaphylaxis,0,0
alprazolam,angioedema,166,0
alprazolam,stevens-johnson syndrome,99,0
alprazolam,renal failure,1975,1
alprazolam,kidney failure,0,0
alprazolam,hepatic failure,189,0
alprazolam,liver failure,0,0
alprazolam,respiratory failure,559,1
alprazolam,pulmonary embolism,753,1
alprazolam,deep vein thrombosis,542,1
alprazolam,gastrointestinal haemorrhage,593,1
alprazolam,internal bleeding,0,0
alprazolam,seizure,822,1
alprazolam,convulsion,376,1
alprazolam,suicidal ideation,1282,1
alprazolam,rhabdomyolysis,547,1
alprazolam,pancreatitis,354,1
alprazolam,sepsis,718,1
alprazolam,chest pain,1526,1
alprazolam,dyspnoea,3736,2
alprazolam,shortness of breath,0,0
alprazolam,dizziness,3510,2
alprazolam,vertigo,634,1
alprazolam,palpitations,1054,1
alprazolam,tachycardia,1007,1
alprazolam,bradycardia,767,1
alprazolam,hypertension,2194,2
alprazolam,hypotension,2265,2
alprazolam,syncope,852,1
alprazolam,fainting,0,0
alprazolam,oedema,362,1
alprazolam,swelling,512,1
alprazolam,rash,2287,2
alprazolam,urticaria,686,1
alprazolam,hives,0,0
alprazolam,pruritus,1832,1
alprazolam,itching,0,0
alprazolam,vomiting,3254,2
alprazolam,nausea,5856,2
alprazolam,diarrhoea,4361,2
alprazolam,abdominal pain,1777,1
alprazolam,headache,4676,2
alprazolam,migraine,669,1
alprazolam,tremor,1886,1
alprazolam,insomnia,3039,2
alprazolam,anxiety,4471,2
alprazolam,depression,3075,2
alprazolam,fatigue,5522,2
alprazolam,asthenia,3061,2
alprazolam,weakness,0,0
alprazolam,pyrexia,2279,2
alprazolam,fever,0,0
alprazolam,arthralgia,2339,2
alprazolam,joint pain,0,0
alprazolam,myalgia,983,1
alprazolam,muscle pain,0,0
alprazolam,back pain,2010,2
alprazolam,cough,1511,1
xanax,myocardial infarction,1169,1
xanax,heart attack,0,0
xanax,cardiac arrest,455,1
xanax,stroke,0,0
xanax,cerebrovascular accident,1145,1
xanax,anaphylactic reaction,230,0
xanax,anaphylaxis,0,0
xanax,angioedema,128,0
xanax,stevens-johnson syndrome,79,0
xanax,renal failure,1198,1
xanax,kidney failure,0,0
xanax,hepatic failure,167,0
xanax,liver failure,0,0
xanax,respiratory failure,505,1
xanax,pulmonary embolism,944,1
xanax,deep vein thrombosis,773,1
